,markername,incre_new,Coordinate_Value,Primary_Bin,Chromosome,meanQTL_ID,vQTL_ID
2153,gpm922b,4627.67,422.55,6.06,6,,q24
2154,gte101,4627.74,422.62,6.06,6,,q24
2155,lim151,4628.12,423,6.06,6,,q24
2156,gpm186c,4628.59,423.47,6.06,6,,q24
2157,AY105728,4631.52,426.4,6.06,6,,q24
2158,AY105785,4632.32,427.2,6.06,6,,q24
2159,IDP481,4633.52,428.4,6.06,6,,q24
2160,IDP2001,4638.26,433.14,6.06,6,,q24
2161,gpm299b,4639.47,434.35,6.06,6,,q24
2162,gpm776c,4639.48,434.35,6.06,6,,q24
2163,gpm197a,4640.23,435.1,6.06,6,,q24
2164,IDP3956,4641.06,435.93,6.06,6,,q24
2165,asg6a,4646.93,441.8,6.06,6,,q24
2166,IDP1406,4647.58,442.45,6.06,6,,q24
2167,IDP1476,4650.07,444.94,6.07,6,,q24
2168,hdt103,4651.34,446.21,6.07,6,,q24
2169,nfa102a,4652.67,447.54,6.07,6,,q24
2170,mmp50,4653.63,448.5,6.07,6,,q24
2171,gpm10b,4656,450.87,6.07,6,,q24
2172,mlg3,4657.83,452.7,6.07,6,q30,
2173,umc1490,4671.63,466.5,6.07,6,q30,
2174,gpm445a,4672.59,467.46,6.07,6,q30,
2175,AY110400,4677.43,472.3,6.07,6,q30,
2176,npi419a,4686.13,481,6.07,6,q30,
2177,umc2323,4688.63,483.5,6.07,6,q30,
2178,gpm728a,4692.88,487.75,6.07,6,q30,q25
2179,mmp113,4696.93,491.8,6.07,6,q30,q25
2180,AY109797,4703.83,498.7,6.07,6,q30,q25
2181,AY104289,4706.33,501.2,6.07,6,q30,q25
2182,gpm572a,4708.03,502.9,6.07,6,q30,q25
2183,gpm239b,4709.93,504.8,6.07,6,q30,q25
2184,gpm289b,4712.87,507.74,6.07,6,q30,q25
2185,gpm378,4715.19,510.06,6.07,6,q30,q25
2186,bnlg1740,4715.73,510.6,6.07,6,q30,q25
2187,umc62,4718.93,513.8,6.07,6,q30,q25
2188,IDP3790,4725.05,519.92,6.07,6,q30,
2189,gpm881,4726.95,521.82,6.07,6,q30,
2190,AY109996,4727.03,521.9,6.07,6,q30,
2191,npi561,4731.93,526.8,6.07,6,q30,
2192,gpm814,4734.31,529.18,6.07,6,q30,
2193,gpm407,4736.74,531.61,6.07,6,q30,
2194,php20599,4737.93,532.8,6.07,6,q30,
2195,mmp105,4739.73,534.6,6.07,6,q30,
2196,gpm838b,4741.53,536.4,6.07,6,q30,
2197,agp2,4741.54,536.4,6.07,6,q30,
2198,gpm283a,4743.07,537.93,6.07,6,q30,
2199,gpm44a,4744.95,539.81,6.07,6,q30,
2200,chr118,4746.88,541.74,6.07,6,q30,
2201,gpm717c,4747.84,542.7,6.07,6,q30,
2202,IDP3823,4749.61,544.47,6.07,6,q30,
2203,umc2324,4749.64,544.5,6.07,6,q30,
2204,cdo345c,4750.94,545.8,6.07,6,q30,
2205,IDP2005,4755,0,7,7,q30,
2206,umc2177,4757,2,7,7,q30,
2207,csu582,4757.7,2.7,7,7,q30,
2208,gpm876,4761.85,6.85,7,7,q30,
2209,IDP1417,4763.42,8.42,7,7,q30,
2210,cka4,4768.8,13.8,7,7,q30,
2211,IDP1402,4768.94,13.94,7,7,q30,
2212,gpm926d,4771.15,16.15,7,7,q30,
2213,IDP1688,4773.44,18.44,7,7,q30,
2214,gpm837,4778.87,23.87,7,7,q30,
2215,umc1642,4782.2,27.2,7,7,q30,
2216,umc1378,4782.4,27.4,7,7,q30,
2217,gpm12,4783.33,28.33,7,7,q30,
2218,IDP106,4786.3,31.3,7,7,q30,
2219,IDP1462,4793.33,38.33,7,7,q30,
2220,IDP3896,4797.06,42.06,7,7,q30,
2221,umc1672,4798.8,43.8,7,7,,
2222,umc1695,4800.6,45.6,7,7,,
2223,umc1426,4802.8,47.8,7,7,,
2224,gpm339d,4806.41,51.41,7,7,,
2225,bnlg2132,4808.3,53.3,7,7,,
2226,IDP1692,4823.42,68.42,7.01,7,,
2227,AY104465,4824.1,69.1,7.01,7,,
2228,IDP497,4826.72,71.72,7.01,7,,
2229,AW308691,4841.3,86.3,7.01,7,,
2230,gpm47,4843.98,88.98,7.01,7,,
2231,gpm124a,4843.99,88.98,7.01,7,,
2232,gpm442b,4846,90.99,7.01,7,,
2233,umc1159,4847.01,92,7.01,7,,
2234,isu84c,4848.31,93.3,7.01,7,,
2235,IDP4082,4848.73,93.72,7.01,7,,
2236,gpm25b,4851.78,96.77,7.01,7,,
2237,gpm57,4862.5,107.49,7.01,7,,
2238,IDP520,4862.51,107.49,7.01,7,,q26
2239,mmp18,4868.42,113.4,7.01,7,,q26
2240,gpm913a,4869.63,114.61,7.01,7,,q26
2241,mmp81,4873.52,118.5,7.01,7,,q26
2242,IDP1624,4874.91,119.89,7.01,7,,q26
2243,o2,4877.42,122.4,7.01,7,,q26
2244,umc1270,4878.52,123.5,7.01,7,,q26
2245,gpm281b,4878.64,123.62,7.01,7,,q26
2246,gpm680,4879.94,124.92,7.01,7,,q26
2247,gpm408f,4879.95,124.92,7.01,7,,q26
2248,dmt101,4880.09,125.06,7.01,7,,q26
2249,his1a,4880.23,125.2,7.01,7,,q26
2250,umc1632,4881.33,126.3,7.01,7,,q26
2251,gpm670f,4882.17,127.14,7.01,7,,q26
2252,umc2325,4882.63,127.6,7.01,7,,q26
2253,gpm365b,4897.86,142.83,7.02,7,,q26
2254,gta101a,4903.53,148.5,7.02,7,,q26
2255,gpm34f,4903.68,148.65,7.02,7,,q26
2256,gpm804,4906.53,151.5,7.02,7,,q26
2257,umc1401,4908.03,153,7.02,7,,q26
2258,umc1986,4908.33,153.3,7.02,7,,q26
2259,umc2326,4909.83,154.8,7.02,7,,q26
2260,mmp75,4910.23,155.2,7.02,7,,q26
2261,gpm273b,4910.24,155.21,7.02,7,,q26
2262,mmc0162,4910.53,155.5,7.02,7,q31,q26
2263,kpp1,4910.83,155.8,7.02,7,q31,q26
2264,umc1978,4911.93,156.9,7.02,7,q31,q26
2265,umc2327,4913.03,158,7.02,7,q31,q26
2266,sdg101,4913.95,158.92,7.02,7,q31,q26
2267,AY105589,4917.43,162.4,7.02,7,q31,q26
2268,gpm836,4920.18,165.15,7.02,7,q31,q26
2269,gpm831,4920.48,165.45,7.02,7,q31,q26
2270,npi600,4922.43,167.4,7.02,7,q31,q26
2271,umc1927,4923.53,168.5,7.02,7,q31,q26
2272,IDP353,4925.51,170.48,7.02,7,q31,q26
2273,gpm620c,4925.53,170.5,7.02,7,q31,q26
2274,crt2,4925.83,170.8,7.02,7,q31,q26
2275,gpm187b,4926.22,171.19,7.02,7,q31,q26
2276,gpm754b,4927.28,172.25,7.02,7,q31,q26
2277,gpm359e,4928.9,173.87,7.02,7,q31,q26
2278,gpm154,4929.07,174.04,7.02,7,q31,q26
2279,gpm231,4929.13,174.1,7.02,7,q31,q26
2280,gpm106b,4929.37,174.34,7.02,7,q31,q26
2281,AY110576,4931.83,176.8,7.02,7,q31,q26
2282,IDP767,4933.02,177.99,7.02,7,q31,q26
2283,AY110473,4933.03,178,7.02,7,q31,q26
2284,cyp6,4934.93,179.9,7.02,7,q31,q26
2285,gpm864a,4935.36,180.33,7.02,7,q31,q26
2286,bnlg1094,4935.53,180.5,7.02,7,q31,q26
2287,mmp187,4936.33,181.3,7.02,7,q31,q26
2288,psr371b,4937.63,182.6,7.02,7,q31,q26
2289,AY109061,4937.92,182.89,7.02,7,q31,q26
2290,AY106170,4937.93,182.89,7.02,7,q31,q26
2291,ufg121,4938.14,183.1,7.02,7,q31,q26
2292,umc1879,4938.44,183.4,7.02,7,q31,q26
2293,uaz187,4938.74,183.7,7.02,7,q31,q26
2294,mmp26,4939.44,184.4,7.02,7,q31,q26
2295,bnlg1247,4941.34,186.3,7.02,7,q31,q26
2296,bnlg2233,4941.54,186.5,7.02,7,q31,q26
2297,epl101,4942.28,187.24,7.02,7,q31,q26
2298,vef101a,4942.68,187.64,7.02,7,q31,q26
2299,bnlg1380,4943.14,188.1,7.02,7,q31,q26
2300,bnlg1792,4945.44,190.4,7.02,7,q31,q26
2301,bnlg2203,4945.64,190.6,7.02,7,q31,q26
2302,AY109809,4947.54,192.5,7.02,7,q31,q26
2303,hag102,4947.76,192.72,7.02,7,q31,q26
2304,lim333,4950.64,195.6,7.02,7,q31,q26
2305,umc1932,4959.84,204.8,7.02,7,q31,
2306,gpm117d,4968.38,213.34,7.02,7,q31,
2307,gpm143a,4968.57,213.53,7.02,7,q31,
2308,IDP311,4968.61,213.57,7.02,7,q31,
2309,gpm505,4974.48,219.44,7.02,7,q31,
2310,AY109968,4983.74,228.7,7.02,7,q31,
2311,gpm445b,4991.92,236.88,7.02,7,,
2312,umc1983,4999.34,244.3,7.02,7,,
2313,umc2142,5001.34,246.3,7.02,7,,
2314,umc1138,5002.74,247.7,7.02,7,,
2315,IDP872,5005.01,249.97,7.02,7,,
2316,umc1787,5007.44,252.4,7.02,7,,
2317,umc2092,5007.94,252.9,7.02,7,,
2318,IDP172,5007.98,252.94,7.02,7,,
2319,IDP2411,5009.34,254.3,7.02,7,,
2320,gpm781,5010.81,255.77,7.02,7,,
2321,IDP754,5011.4,256.36,7.02,7,,
2322,gpm860,5011.75,256.71,7.02,7,,
2323,umc258,5014.04,259,7.02,7,,
2324,isu86,5017.54,262.5,7.02,7,,
2325,IDP3954,5018.4,263.36,7.02,7,,
2326,IDP3933,5019.33,264.29,7.02,7,,
2327,mmp21,5020.34,265.3,7.02,7,,
2328,IDP1424,5026.23,271.19,7.02,7,,
2329,ufg54,5035.54,280.5,7.02,7,,
2330,ufg65,5035.74,280.7,7.02,7,,
2331,gpm793,5039.55,284.51,7.02,7,,
2332,cdo412b,5040.44,285.4,7.02,7,,
2333,bnlg1808,5041.34,286.3,7.02,7,,
2334,umc116a,5043.94,288.9,7.02,7,,
2335,mmp127,5045.24,290.2,7.02,7,,
2336,gpm30b,5046.76,291.72,7.02,7,,
2337,IDP1977,5046.77,291.72,7.02,7,,
2338,gpm100a,5046.78,291.72,7.02,7,,
2339,gpm788a,5051.57,296.51,7.02,7,,
2340,gpm647,5052.45,297.39,7.02,7,q32,
2341,umc1713,5053.46,298.4,7.03,7,q32,
2342,IDP574,5057.59,302.53,,7,q32,
2343,gpm662b,5057.74,302.68,7.03,7,q32,q27
2344,gpm296c,5057.95,302.89,7.03,7,q32,q27
2345,bcd926a,5062.46,307.4,7.03,7,q32,q27
2346,bnl15.21,5064.96,309.9,7.03,7,q32,q27
2347,bnl5.46c,5065.66,310.6,7.03,7,q32,q27
2348,mmp177c,5069.76,314.7,7.03,7,q32,q27
2349,umc1450,5070.96,315.9,7.03,7,q32,q27
2350,IDP75,5073.06,318,7.03,7,q32,q27
2351,umc1987a,5073.07,318,7.03,7,q32,q27
2352,IDP96,5074.07,319,7.03,7,q32,q27
2353,mmp46,5074.67,319.6,7.03,7,,q27
2354,bnlg1070,5077.77,322.7,7.03,7,,q27
2355,bnlg434,5078.37,323.3,7.03,7,,
2356,gpm248,5078.69,323.62,7.03,7,,
2357,mbd108,5080.09,325.02,7.03,7,,
2358,gpm566d,5082.24,327.17,7.03,7,,
2359,IDP1500,5085.73,330.66,7.03,7,,
2360,gpm307a,5087.15,332.08,7.03,7,,
2361,brd103,5091.75,336.68,7.03,7,,
2362,gpm260b,5095.01,339.94,7.03,7,,
2363,IDP3960,5097.04,341.97,7.03,7,,
2364,IDP358,5099.92,344.85,7.03,7,,
2365,mmp152,5100.47,345.4,7.03,7,,
2366,AY110374,5102.27,347.2,7.03,7,,
2367,sdg116a,5106.96,351.89,7.03,7,,
2368,gpm408c,5107.05,351.98,7.03,7,,
2369,IDP1704,5107.1,352.03,7.03,7,,
2370,IDP836,5107.11,352.03,7.03,7,,
2371,gpm694a,5107.47,352.39,7.03,7,,
2372,gpm581b,5107.98,352.9,7.03,7,,
2373,gpm878a,5108.11,353.03,7.03,7,,
2374,IDP470,5109.02,353.94,7.03,7,,
2375,npi389,5109.98,354.9,7.03,7,,
2376,AY107911,5110.07,354.99,7.03,7,,
2377,umc56,5116.98,361.9,7.03,7,,
2378,umc110a,5119.88,364.8,7.03,7,,
2379,gpm616,5120.02,364.94,7.03,7,,
2380,gpm915,5120.29,365.21,7.03,7,,
2381,nfd101a,5120.57,365.49,7.03,7,,
2382,gpm690,5120.58,365.49,7.03,7,,
2383,bnlg155,5131.99,376.9,7.03,7,,
2384,AY109644,5136.59,381.5,7.03,7,,
2385,psr371a,5136.89,381.8,7.03,7,,
2386,ndk1,5137.69,382.6,7.03,7,,
2387,bnlg2271,5138.89,383.8,7.03,7,,
2388,gpm384,5138.91,383.82,7.03,7,,
2389,gpm624,5139.34,384.25,7.03,7,,
2390,umc2329,5139.49,384.4,7.03,7,,
2391,umc1324,5142.59,387.5,7.03,7,,
2392,IDP2483,5144.19,389.1,7.03,7,,
2393,IDP3829,5144.83,389.74,7.03,7,,
2394,IDP865,5144.93,389.84,7.03,7,q33,
2395,IDP2355,5144.96,389.87,7.03,7,q33,
2396,IDP3815,5145.38,390.29,7.03,7,q33,
2397,umc1888,5145.59,390.5,7.03,7,q33,
2398,bnlg1805,5147.19,392.1,7.03,7,q33,
2399,gpm392,5148.19,393.1,7.03,7,q33,
2400,tif1,5154.39,399.3,7.03,7,q33,
2401,psr135a,5158.49,403.4,7.03,7,q33,
2402,umc1301,5160.59,405.5,7.03,7,q33,
2403,umc254,5163.19,408.1,7.04,7,q33,
2404,umc2330,5163.49,408.4,7.04,7,q33,
2405,umc1710,5165.59,410.5,7.04,7,q33,
2406,umc1251,5167.19,412.1,7.04,7,q33,
2407,gpm450b,5167.36,412.27,7.04,7,q33,
2408,IDP4034,5168.79,413.7,7.04,7,q33,
2409,asg32,5171.59,416.5,7.04,7,,
2410,IDP828,5176.7,421.61,7.04,7,,
2411,IDP1642,5180.41,425.32,7.04,7,,
2412,ufg17,5182.59,427.5,7.04,7,,
2413,AY110023,5184.29,429.2,7.04,7,,
2414,bnlg1666,5185.59,430.5,7.04,7,,
2415,IDP3822,5186.87,431.78,7.04,7,,
2416,npi240a,5187.39,432.3,7.04,7,,
2417,gpm912c,5188.24,433.15,7.04,7,,
2418,npi263,5188.29,433.2,7.04,7,,
2419,npi352,5194.99,439.9,7.04,7,,
2420,gpm576b,5195.79,440.7,7.04,7,,
2421,chr111,5196.44,441.35,7.04,7,,
2422,bnl8.29c,5197.39,442.3,7.04,7,,
2423,umc1029,5199.79,444.7,7.04,7,,
2424,IDP1981,5202.52,447.43,7.04,7,,q28
2425,bcd349,5219.59,464.5,7.04,7,,q28
2426,umc1708,5226.49,471.4,7.04,7,,q28
2427,umc2332,5227.69,472.6,7.04,7,,q28
2428,AY110439,5228.09,473,7.04,7,,q28
2429,ufg79,5228.49,473.4,7.04,7,,q28
2430,IDP1960,5230.6,475.51,7.04,7,,q28
2431,csu8a,5231.09,476,7.04,7,,q28
2432,gpm257p,5245.51,490.42,7.04,7,,q28
2433,AY108844,5245.77,490.68,7.04,7,,q28
2434,umc1295a,5249.89,494.8,7.04,7,,q28
2435,gpm683a,5250.27,495.18,7.04,7,,
2436,ufg57,5252.69,497.6,7.04,7,,
2437,gpm683b,5253.52,498.43,7.04,7,,
2438,gpm270b,5255.23,500.14,7.04,7,,
2439,gpm151a,5262.96,507.87,7.04,7,,
2440,gpm760a,5264.31,509.22,7.04,7,,
2441,IDP2594,5267.91,512.82,7.04,7,,
2442,AW267377,5272.59,517.5,7.04,7,,
2443,umc1412,5273.99,518.9,7.04,7,,
2444,gpm2,5275.63,520.54,7.04,7,,
2445,gpm756b,5276.6,521.51,7.04,7,,q29
2446,umc245,5287.09,532,7.05,7,,q29
2447,npi380,5288.79,533.7,7.05,7,,q29
2448,npi433,5291.79,536.7,7.05,7,,q29
2449,AY106318,5294.89,539.8,7.05,7,,q29
2450,chc101a,5294.9,539.81,7.05,7,,q29
2451,mmp67,5295.89,540.8,7.05,7,,q29
2452,mmp25,5298.49,543.4,7.05,7,,q29
2453,phi069,5300.29,545.2,7.05,7,,q29
2454,mmp17,5302.79,547.7,7.05,7,,q29
2455,gpm895,5304.23,549.14,7.05,7,q34,q29
2456,IDP3835,5307.37,552.28,7.05,7,q34,q29
2457,cdo938d,5341.69,586.6,7.05,7,q34,q29
2458,umc2333,5348.49,593.4,7.05,7,q34,q29
2459,umc1406,5353.99,598.9,7.05,7,q34,q29
2460,umc1407,5355.29,600.2,7.05,7,q34,
2461,umc2334,5355.49,600.4,7.05,7,q34,
2462,ufg39,5357.99,602.9,7.05,7,q34,
2463,gpm424a,5358.33,603.24,7.05,7,q34,
2464,gpm517,5359.26,604.17,7.05,7,q34,
2465,umc1760,5362.69,607.6,7.05,7,q34,
2466,umc168,5363.29,608.2,7.06,7,,
2467,phi116,5366.59,611.5,7.06,7,,
2468,php20020,5366.99,611.9,7.06,7,,
2469,gpm409b,5369.18,614.09,7.06,7,,
2470,nfc104a,5370.73,615.64,7.06,7,,
2471,AY109703,5373.49,618.4,7.06,7,,
2472,IDP1466,5377.86,622.77,7.06,7,,
2473,IDP3786,5380.81,625.72,7.06,7,,
2474,gpm880b,5391.19,636.1,7.06,7,,
2475,npi220a,5400,0,8.01,8,,
2476,IDP1958,5403.09,3.09,8.01,8,,
2477,gpm865,5404.47,4.47,8.01,8,,
2478,csu319,5405.9,5.9,8.01,8,,
2479,rz382b,5406.7,6.7,8.01,8,,
2480,gpm551,5413.3,13.3,8.01,8,,
2481,IDP3939,5421.67,21.67,8.01,8,,
2482,gpm910,5422.22,22.22,8.01,8,,
2483,umc1139,5426.8,26.8,8.01,8,,
2484,IDP127,5429.66,29.66,8.01,8,,
2485,umc2042,5430.3,30.3,8.01,8,,
2486,mmp148,5431.8,31.8,8.01,8,,
2487,umc1592,5433.8,33.8,8.01,8,q35,
2488,IDP1987,5434.43,34.43,8.01,8,q35,
2489,gpm417,5438.61,38.61,8.01,8,q35,
2490,IDP3877,5446.7,46.7,8.01,8,q35,
2491,umc1414,5448,48,8.01,8,q35,
2492,AY109699,5449.4,49.4,8.01,8,q35,
2493,umc1327,5455,55,8.01,8,q35,
2494,IDP22,5461.69,61.69,8.01,8,q35,
2495,gpm600,5466.43,66.43,8.01,8,q35,
2496,IDP1426,5475.74,75.74,8.01,8,q35,
2497,IDP1629,5480.77,80.77,8.01,8,q35,
2498,IDP235,5483.1,83.1,8.01,8,q35,
2499,csu332,5485.15,85.15,8.01,8,q35,
2500,IDP397,5486.35,86.35,8.01,8,q35,
2501,mmp85,5499.6,99.6,8.01,8,q35,
2502,gpm932g,5502.56,102.56,8.01,8,q35,
2503,gpm850a,5502.57,102.56,8.01,8,q35,
2504,bnlg1194,5505.41,105.4,8.01,8,q35,
2505,umc2352a,5507.31,107.3,8.01,8,q35,
2506,gpm634,5510.1,110.09,8.01,8,q35,
2507,hon107b,5510.58,110.57,8.01,8,q35,
2508,npi110a,5512.01,112,8.01,8,q35,q30
2509,gpm11,5512.51,112.5,8.01,8,q35,q30
2510,cdo460,5515.11,115.1,8.01,8,q35,q30
2511,umc1817,5515.31,115.3,8.01,8,q35,q30
2512,mmp57,5516.41,116.4,8.01,8,q35,q30
2513,gpm889,5519.05,119.04,8.01,8,q35,q30
2514,umc1304,5528.61,128.6,8.02,8,q35,q30
2515,gpm534,5528.62,128.61,8.02,8,q35,q30
2516,bnlg2235,5532.41,132.4,8.02,8,q35,
2517,gpm152,5533.9,133.89,8.02,8,q35,
2518,bcd1823a,5535.61,135.6,8.02,8,q35,
2519,chr117a,5536.25,136.24,8.02,8,q35,
2520,IDP98,5536.26,136.24,8.02,8,q35,
2521,IDP551,5536.27,136.24,8.02,8,q35,
2522,AY106269,5536.83,136.8,8.02,8,q35,
2523,npi585a,5549.03,149,8.02,8,q35,
2524,gpm423d,5553.33,153.3,8.02,8,q35,
2525,psr598,5556.63,156.6,8.02,8,q35,
2526,cdo328,5559.23,159.2,8.02,8,q35,
2527,AI737325,5560.76,160.73,8.02,8,q35,
2528,IDP327,5560.83,160.8,8.02,8,q35,
2529,gpm851,5561.51,161.48,8.02,8,q35,
2530,gpm926e,5563.62,163.59,8.02,8,q35,
2531,gpm178b,5564.98,164.95,8.02,8,,
2532,IDP2354,5568.6,168.57,8.02,8,,
2533,IDP422,5573.77,173.74,8.02,8,,
2534,IDP3962,5575.63,175.6,8.02,8,,
2535,csu329,5575.93,175.9,8.02,8,,
2536,gpm595,5576.3,176.27,8.02,8,,
2537,nfd110,5585.98,185.95,8.03,8,,
2538,mmp120,5591.03,191,8.03,8,,
2539,IDP144,5593.77,193.74,8.03,8,,
2540,mmp72,5594.13,194.1,8.03,8,,
2541,umc2147,5597.13,197.1,8.03,8,,
2542,umc2146,5598.43,198.4,8.03,8,,
2543,umc32b,5599.13,199.1,8.03,8,,
2544,bnlg2082,5600.33,200.3,8.03,8,,
2545,AW244963,5602.03,202,8.03,8,,
2546,AY110450,5603.03,203,8.03,8,,
2547,umc120a,5603.63,203.6,8.03,8,,
2548,IDP378,5604.06,204.03,8.03,8,,
2549,bnlg1834,5604.83,204.8,8.03,8,,
2550,umc1807,5605.83,205.8,8.03,8,,
2551,gpm430b,5606,205.97,8.03,8,,
2552,umc1157,5606.03,206,8.03,8,,
2553,umc1904,5606.63,206.6,8.03,8,,
2554,AY110113,5609.55,209.52,8.03,8,,
2555,gpm572b,5610.34,210.31,8.03,8,,
2556,IDP334,5610.47,210.44,8.03,8,,
2557,npi260b,5611.03,211,8.03,8,,
2558,gpm591c,5611.5,211.47,8.03,8,,
2559,IDP4075,5615.43,215.4,8.03,8,,
2560,umc2354,5616.23,216.2,8.03,8,,
2561,umc1910,5616.93,216.9,8.03,8,,
2562,mmp195f,5620.63,220.6,8.03,8,,q31
2563,php3818,5626.13,226.1,8.03,8,,q31
2564,gpm746c,5627.52,227.49,8.03,8,,q31
2565,IDP2593,5628.63,228.6,8.03,8,,q31
2566,umc1470,5631.23,231.2,8.03,8,,q31
2567,umc2355,5632.93,232.9,8.03,8,,q31
2568,umc1984,5634.83,234.8,8.03,8,,q31
2569,gpm717b,5635.51,235.48,8.03,8,,
2570,gpm250a,5636.11,236.08,8.03,8,,
2571,AW172071,5640.74,240.71,8.03,8,,
2572,gpm187c,5640.86,240.83,8.03,8,,
2573,gpm339c,5640.98,240.95,8.03,8,,
2574,gpm33b,5641.1,241.07,8.03,8,,
2575,umc2075,5644.93,244.9,8.03,8,,
2576,bnlg1863,5645.73,245.7,8.03,8,,
2577,AY105457,5645.93,245.9,8.03,8,,
2578,AY110032,5654.83,254.8,8.03,8,,
2579,AY109740,5668.63,268.6,8.03,8,,
2580,gpm599b,5668.84,268.81,8.03,8,,
2581,gpm346a,5670.71,270.68,8.03,8,,
2582,IDP179,5675.22,275.19,8.03,8,,
2583,IDP1449,5680.94,280.91,8.03,8,,
2584,AY109626,5682.73,282.7,8.03,8,,
2585,umc1457,5684.63,284.6,8.03,8,,
2586,phi121,5689.83,289.8,8.03,8,,
2587,php20714,5691.33,291.3,8.03,8,,
2588,gpm750a,5697.2,297.17,8.03,8,,
2589,gpm329a,5702.37,302.34,8.04,8,,
2590,gpm530,5702.38,302.34,8.04,8,,
2591,AY108545,5702.56,302.52,8.04,8,,
2592,mbd101a,5702.75,302.71,8.04,8,,
2593,umc1460,5704.24,304.2,8.04,8,,
2594,IDP602,5709.13,309.09,8.04,8,,
2595,AY110056,5710.44,310.4,8.04,8,,
2596,IDP1485,5710.69,310.65,8.04,8,,
2597,AW231791,5715.04,315,8.04,8,,
2598,bnlg2046,5715.24,315.2,8.04,8,,
2599,IDP3876,5715.63,315.59,8.04,8,,
2600,AY104017,5720.64,320.6,8.04,8,,
2601,gta101d,5723.84,323.8,8.04,8,,
2602,IDP2456,5729.44,329.4,8.05,8,,
2603,bnl2.369,5729.45,329.4,8.05,8,,
2604,gpm658,5729.82,329.77,8.05,8,,
2605,umc1130,5730.15,330.1,8.05,8,,
2606,sdg105a,5731.92,331.87,8.05,8,,
2607,gpm733a,5735.68,335.63,8.05,8,,
2608,hox1,5737.25,337.2,8.05,8,,
2609,AY104566,5742.05,342,8.05,8,,
2610,gpm197b,5742.82,342.77,8.05,8,,
2611,gpm363g,5742.95,342.9,8.05,8,,
2612,gpm340b,5744.55,344.5,8.05,8,,
2613,mmp15,5748.25,348.2,8.05,8,,
2614,umc1959,5752.25,352.2,8.05,8,,
2615,umc1562,5753.35,353.3,8.05,8,,
2616,umc1263,5753.95,353.9,8.05,8,,
2617,IDP3898,5756.58,356.53,8.05,8,,
2618,jpsb107a,5756.65,356.6,8.05,8,,
2619,gpm674b,5757.62,357.57,8.05,8,,
2620,chr117b,5757.64,357.59,8.05,8,,
2621,umc1846,5757.95,357.9,8.05,8,,
2622,gpm116a,5758.19,358.14,8.05,8,,
2623,csu292,5758.45,358.4,8.05,8,,
2624,ufg80,5759.55,359.5,8.05,8,,
2625,gpm201a,5761.33,361.28,8.05,8,,
2626,gpm316,5763.05,363,8.05,8,,
2627,ufg74,5763.45,363.4,8.05,8,,
2628,gpm95,5763.61,363.56,8.05,8,,
2629,bnlg2181,5766.85,366.8,8.05,8,,
2630,bnlg162,5767.05,367,8.05,8,,
2631,IDP689,5767.07,367.02,8.05,8,,
2632,umc89a,5769.65,369.6,8.05,8,,
2633,IDP2365,5772.31,372.26,8.05,8,,
2634,IDP2584,5772.32,372.26,8.05,8,,
2635,gpm630,5772.66,372.6,8.05,8,,
2636,bnlg1651,5774.56,374.5,8.05,8,,
2637,nfa102b,5775.86,375.8,8.05,8,,
2638,hdt102,5775.87,375.8,8.05,8,,
2639,gpm692c,5775.88,375.81,8.05,8,,
2640,IDP788,5775.89,375.81,8.05,8,,
2641,hda103,5779.28,379.2,8.05,8,,
2642,umc1316,5781.78,381.7,8.05,8,,
2643,isu114,5782.78,382.7,8.05,8,,
2644,umc1777,5782.98,382.9,8.05,8,,
2645,gpm204b,5787.49,387.41,8.06,8,,
2646,IDP2146,5809.59,409.51,8.06,8,,
2647,gpm414c,5811.27,411.19,8.06,8,,
2648,gpm328a,5811.35,411.27,8.06,8,,
2649,gpm591b,5811.46,411.38,8.06,8,,
2650,gpm531b,5811.84,411.76,8.06,8,,
2651,umc2356,5812.98,412.9,8.06,8,,
2652,sdg118,5813.98,413.9,8.06,8,,
2653,umc1149,5813.99,413.9,8.06,8,,
2654,bnlg1152,5814.19,414.1,8.06,8,,
2655,AY109883,5815.79,415.7,8.06,8,,
2656,mmp32,5816.09,416,8.06,8,,
2657,IDP421,5821.28,421.19,8.06,8,,
2658,gpm375b,5822.14,422.05,8.06,8,,
2659,gpm270a,5825.91,425.82,8.06,8,,
2660,gpm395b,5827.67,427.58,8.06,8,,
2661,umc1728,5832.49,432.4,8.06,8,,
2662,hdt105,5834.07,433.98,8.06,8,,
2663,gpm687b,5835.72,435.63,8.06,8,,
2664,IDP771,5837.68,437.59,8.06,8,,
2665,umc1905,5839.69,439.6,8.06,8,,
2666,gpm205,5840.21,440.12,8.06,8,,
2667,IDP1436,5840.27,440.18,8.06,8,,
2668,gpm701,5844.3,444.21,8.06,8,,
2669,chr116b,5845.23,445.14,8.06,8,,
2670,IDP2426,5845.9,445.81,8.06,8,,
2671,IDP27,5847.21,447.12,8.06,8,,
2672,IDP2402,5849.19,449.1,8.06,8,,
2673,gpm249b,5854.46,454.37,8.06,8,,
2674,bnlg1031,5855.19,455.1,8.06,8,,
2675,npi268a,5859.29,459.2,8.07,8,,
2676,bnlg1065,5860.89,460.8,8.07,8,,
2677,umc1607,5866.59,466.5,8.07,8,,
2678,IDP57,5870.55,470.46,8.07,8,,
2679,IDP257,5879,478.91,8.07,8,,
2680,bnlg1823,5883.49,483.4,8.07,8,,
